class,Schneider.lag1,Schneider.lag2,Schneider.lag3,Schneider.lag4,Schneider.lag5,Schneider.lag6,Schneider.lag7,Schneider.lag8,Schneider.lag9,Schneider.lag10,Schneider.lag11,Schneider.lag12,Schneider.lag13,Schneider.lag14,Schneider.lag15,Schneider.lag16,Schneider.lag17,Schneider.lag18,Schneider.lag19,Schneider.lag20,Schneider.lag21,Schneider.lag22,Schneider.lag23,Schneider.lag24,Schneider.lag25,Schneider.lag26,Schneider.lag27,Schneider.lag28,Schneider.lag29,Schneider.lag30,gGrantham.lag1,gGrantham.lag2,gGrantham.lag3,gGrantham.lag4,gGrantham.lag5,gGrantham.lag6,gGrantham.lag7,gGrantham.lag8,gGrantham.lag9,gGrantham.lag10,gGrantham.lag11,gGrantham.lag12,gGrantham.lag13,gGrantham.lag14,gGrantham.lag15,gGrantham.lag16,gGrantham.lag17,gGrantham.lag18,gGrantham.lag19,gGrantham.lag20,gGrantham.lag21,gGrantham.lag22,gGrantham.lag23,gGrantham.lag24,gGrantham.lag25,gGrantham.lag26,gGrantham.lag27,gGrantham.lag28,gGrantham.lag29,gGrantham.lag30
1,0.031653266666666666,0.03670433898305084,0.03347303448275862,0.03561298245614035,0.03515164285714286,0.03458647272727273,0.03467607407407406,0.03060279245283018,0.02682953846153846,0.02863678431372549,0.031238080000000005,0.031639428571428575,0.03219308333333334,0.03426314893617021,0.028113739130434787,0.0349096,0.035068545454545456,0.038203162790697666,0.02969561904761905,0.029478731707317067,0.0312505,0.03215046153846154,0.034477052631578936,0.0234425945945946,0.03416511111111111,0.03386834285714286,0.03076682352941177,0.03837624242424242,0.03653575,0.023438193548387096,10122.15,11180.135593220339,12094.137931034482,11732.842105263158,12136.660714285714,11963.127272727274,13560.833333333336,12794.773584905659,14855.01923076923,11630.117647058823,11570.58,11844.734693877552,10883.8125,13234.404255319148,12147.652173913044,10844.4,10966.704545454546,10168.116279069767,11063.357142857143,11731.829268292684,10619.325,11403.0,12798.473684210527,10314.0,14919.75,13586.914285714285,14842.05882352941,14024.181818181818,14295.65625,15525.580645161292
1,0.03039801257861635,0.03178387341772153,0.03225615286624205,0.027637051282051274,0.02767896774193547,0.027921610389610385,0.02866342483660132,0.02782665789473684,0.02637923178807947,0.03209767999999999,0.029614442953020133,0.03041827027027027,0.02698614965986395,0.024914,0.030472,0.03056888888888889,0.027542433566433558,0.028630056338028176,0.031742808510638286,0.03209837142857143,0.0320561726618705,0.028251449275362318,0.02921570802919709,0.03237367647058825,0.03092767407407406,0.031247164179104482,0.03362881203007518,0.028577454545454545,0.029744366412213744,0.031459969230769234,12839.773584905659,14204.506329113923,14190.87898089172,12880.615384615383,12332.38064516129,13765.266233766233,14624.35294117647,12826.776315789473,13548.814569536424,12499.62,13035.322147651006,13918.5,12586.102040816326,13678.95205479452,11883.972413793103,13588.5,13597.300699300698,12442.43661971831,15778.595744680852,13523.978571428572,13581.971223021585,14483.934782608696,14337.459854014598,14534.470588235294,13033.666666666664,11184.380597014926,13500.0,14621.318181818182,14663.129770992366,12490.684615384616
1,0.03459018181818182,0.03323544615384615,0.032435812500000015,0.03493695238095239,0.035094580645161286,0.035560918032786895,0.03387626666666667,0.041152949152542376,0.02963427586206897,0.028634877192982456,0.027931428571428583,0.028019418181818183,0.034115555555555566,0.02490815094339623,0.033538384615384616,0.03261717647058824,0.036061200000000015,0.04298424489795919,0.03521550000000001,0.02915106382978723,0.027889652173913048,0.026370577777777782,0.030929090909090913,0.027095441860465117,0.032377523809523814,0.019492975609756096,0.0354029,0.03411323076923077,0.036523578947368414,0.03752086486486487,14384.045454545454,11540.907692307694,12514.5,14954.714285714286,16567.983870967742,13574.950819672129,15462.45,14921.542372881355,14376.258620689656,14152.263157894737,15311.571428571431,13286.454545454546,14198.333333333336,13448.207547169812,13874.71153846154,11839.411764705883,14464.44,14459.877551020407,15218.8125,12042.382978723403,14115.717391304348,12299.0,11999.25,14092.116279069767,14726.142857142857,10987.024390243903,16503.075,16741.615384615383,13512.789473684208,18232.54054054054
1,0.03262609836065575,0.03155526666666668,0.025111864406779663,0.03506082758620691,0.03073438596491229,0.031213571428571438,0.02798174545454546,0.03665948148148149,0.040660000000000016,0.039437461538461546,0.034641333333333336,0.03682632000000001,0.031200081632653063,0.030617000000000012,0.03545974468085107,0.029187565217391312,0.03266044444444445,0.028396545454545456,0.018726046511627903,0.027342285714285715,0.02846819512195121,0.0277994,0.026116205128205127,0.03401010526315789,0.032436324324324334,0.01740144444444444,0.03541657142857143,0.03958258823529412,0.03166872727272727,0.037982625,13011.934426229507,15645.9,13859.084745762713,14090.896551724138,13324.736842105263,15535.446428571431,14207.236363636364,12551.666666666664,15485.773584905659,16831.55769230769,13862.823529411766,12326.94,14356.836734693878,16921.3125,16430.936170212764,13052.54347826087,12253.0,13935.477272727272,13929.488372093025,15202.928571428569,12085.024390243903,18319.5,15308.307692307693,13323.315789473683,14368.864864864863,12667.0,19019.057142857142,16486.147058823528,11339.727272727272,14973.1875
1,0.026725132075471697,0.029674846153846163,0.02477670588235295,0.02294240000000001,0.029294693877551032,0.024447333333333345,0.027393106382978732,0.038762869565217406,0.028930488888888894,0.020888272727272724,0.029325209302325583,0.02896561904761905,0.027831707317073174,0.0241693,0.02626882051282052,0.02877589473684212,0.027967567567567582,0.029034111111111118,0.025151314285714283,0.025396235294117647,0.028847757575757582,0.036025500000000016,0.02248206451612903,0.025620800000000003,0.027053379310344832,0.03552171428571428,0.032679407407407414,0.04426984615384617,0.03123088,0.027233666666666663,9038.88679245283,11161.384615384617,11775.35294117647,12156.48,13176.367346938778,9907.125,11196.382978723403,13361.08695652174,14107.6,12540.886363636364,13038.488372093025,9252.642857142857,8022.073170731706,11621.7,11452.846153846154,11467.894736842105,11191.864864864863,10948.75,9349.971428571429,12342.44117647059,11725.909090909092,11466.5625,10795.354838709678,13145.4,9724.965517241379,10715.142857142857,11381.666666666664,12578.53846153846,11280.96,12963.0
1,0.032949309090909096,0.03481340740740741,0.02582437735849057,0.03321815384615385,0.03445419607843137,0.028330000000000008,0.03021297959183675,0.02729033333333333,0.0274484255319149,0.02839634782608696,0.03289857777777778,0.037132909090909084,0.03142344186046512,0.02510733333333333,0.036248487804878056,0.0221739,0.023395487179487175,0.024223157894736842,0.027564540540540545,0.02904833333333334,0.028667885714285718,0.029070117647058826,0.031153575757575762,0.027159,0.02575187096774193,0.0295904,0.033792827586206886,0.03068914285714285,0.03790103703703704,0.028234923076923067,14894.836363636365,13895.666666666664,13139.830188679243,11402.480769230771,10560.0,14361.84,13249.836734693878,13641.375,11040.510638297872,14668.04347826087,14427.6,13354.363636363636,11394.0,10764.857142857143,14862.292682926829,11441.7,13173.692307692307,10088.289473684208,16135.783783783783,11502.75,12298.371428571429,13031.205882352939,10791.818181818182,15319.6875,14531.225806451614,14590.8,13966.758620689656,13629.214285714286,15873.333333333336,14262.23076923077
1,0.023462250000000004,0.02532331914893617,0.03132652173913044,0.03432373333333333,0.039556000000000015,0.038982883720930235,0.031682380952380955,0.02745697560975609,0.0244268,0.020758256410256408,0.017368631578947368,0.0231307027027027,0.026941111111111117,0.024013942857142857,0.03349788235294117,0.03167757575757575,0.035987125,0.03286606451612903,0.032547066666666666,0.03597986206896552,0.015861857142857143,0.017503703703703702,0.016658153846153847,0.02485344,0.022358666666666662,0.030740695652173917,0.035265454545454544,0.03840761904761905,0.0389772,0.032940421052631584,10663.125,9849.446808510638,14469.260869565218,10885.8,11829.068181818182,10251.837209302326,10759.92857142857,12483.658536585366,15334.2,12525.46153846154,15002.289473684208,9774.972972972972,11251.0,10386.771428571428,13509.529411764706,13152.818181818182,10278.28125,10261.451612903224,10483.5,12216.103448275862,11892.857142857143,9581.0,9811.03846153846,7083.72,8740.875,8012.739130434783,11997.409090909092,10929.42857142857,12199.95,8271.0
1,0.03677464285714285,0.03667170909090909,0.038582296296296295,0.03962769811320755,0.04240461538461539,0.0402593725490196,0.033482000000000005,0.04069575510204081,0.02601825000000001,0.030390042553191488,0.03745069565217392,0.027394311111111118,0.027835454545454552,0.039349116279069785,0.03174961904761906,0.03814809756097562,0.032064900000000014,0.039910769230769236,0.030382421052631583,0.04100086486486487,0.028164555555555564,0.0176632,0.044767294117647065,0.029992,0.036617375,0.036272645161290334,0.04645253333333334,0.032043172413793106,0.03423457142857144,0.037867851851851854,11327.625,11468.127272727274,14832.0,13368.566037735847,16236.346153846154,13822.235294117649,15806.7,13943.938775510205,14660.25,12503.680851063831,11629.565217391304,11492.6,15171.136363636364,13241.511627906975,13390.285714285714,11415.951219512195,13471.2,12001.384615384617,14420.842105263158,12552.81081081081,14419.75,11942.485714285713,13660.411764705883,14030.454545454546,18313.03125,13997.322580645161,15121.8,13842.62068965517,17053.071428571428,14396.0
1,0.03651513333333334,0.03906908474576272,0.036649862068965526,0.03103171929824561,0.038994000000000015,0.03488334545454545,0.037166000000000005,0.03654264150943396,0.03145707692307693,0.0362915294117647,0.03131128,0.02926604081632653,0.03504766666666668,0.03617055319148937,0.03131095652173913,0.03400631111111112,0.03737109090909091,0.029839813953488382,0.03779628571428572,0.028012682926829274,0.038895599999999995,0.027026974358974363,0.036028315789473686,0.038833513513513516,0.04083877777777778,0.028291085714285718,0.03973788235294119,0.04259018181818183,0.0335895,0.027122967741935487,14736.3,13848.5593220339,16431.517241379308,9765.631578947368,14397.589285714286,13708.472727272727,15402.833333333336,12858.792452830188,17254.03846153846,10701.176470588236,14939.46,10145.755102040815,17935.875,12114.574468085106,15570.195652173914,13178.0,14463.0,11647.046511627908,15585.214285714286,10230.146341463416,16726.5,9595.153846153846,17276.921052631584,12358.216216216217,18939.0,13228.714285714286,17072.73529411765,17038.363636363636,17523.0,12777.387096774191
1,0.03716338028169015,0.04111971428571429,0.04247460869565218,0.034022470588235286,0.03571462686567164,0.03322745454545455,0.03594615384615385,0.039191812500000006,0.0272943492063492,0.038352258064516136,0.03364288524590164,0.03564020000000001,0.030442169491525426,0.0420168275862069,0.03897578947368421,0.030486714285714294,0.035182327272727285,0.03320503703703704,0.04136905660377359,0.03283646153846154,0.030792627450980388,0.02737088000000001,0.04476848979591836,0.039330166666666666,0.030708765957446805,0.03522321739130435,0.03298640000000001,0.04002854545454546,0.035387162790697674,0.04072019047619048,16300.647887323943,12209.65714285714,15431.08695652174,12308.955882352939,15004.880597014926,16140.0,13740.230769230771,16697.390625,12918.714285714286,15601.645161290322,11913.786885245901,16727.85,12627.610169491523,17051.431034482757,13890.947368421052,15471.160714285714,17000.50909090909,13058.166666666664,15212.547169811322,11297.423076923076,16421.647058823528,11572.2,15013.836734693878,14009.4375,15663.255319148935,17417.739130434784,14708.0,18412.56818181818,13834.255813953489,16142.785714285714
